06.02.2020|23:27:05*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
06.02.2020|23:22:10*+#+*mh*+#+*1*+#+*Block-OB2*+#+*
06.02.2020|23:21:13*+#+*mh*+#+*1*+#+*Block-OB2*+#+*
06.02.2020|23:05:55*+#+*mh*+#+*1*+#+*Block-OB2*+#+*
27.01.2020|12:16:05*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
27.01.2020|11:55:24*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
27.01.2020|11:52:53*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
27.01.2020|11:48:26*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
27.01.2020|11:43:24*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
27.01.2020|10:55:55*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
27.01.2020|10:54:21*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
27.01.2020|10:38:38*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
27.01.2020|10:37:21*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
27.01.2020|10:29:54*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
27.01.2020|10:20:18*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
27.01.2020|10:06:36*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
26.01.2020|23:30:31*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
26.01.2020|23:25:13*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
26.01.2020|23:17:18*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
26.01.2020|23:12:39*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
26.01.2020|23:08:05*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
26.01.2020|23:06:21*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
26.01.2020|23:04:13*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
26.01.2020|23:03:16*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
26.01.2020|23:01:16*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
26.01.2020|22:59:36*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
26.01.2020|22:48:35*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
26.01.2020|22:47:40*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
26.01.2020|22:45:35*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
26.01.2020|22:42:41*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
26.01.2020|22:39:05*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
26.01.2020|22:37:04*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
26.01.2020|22:35:56*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
26.01.2020|22:34:55*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
26.01.2020|22:31:40*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
26.01.2020|22:30:36*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
26.01.2020|22:25:16*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
26.01.2020|22:24:13*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
26.01.2020|21:59:47*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
26.01.2020|21:52:56*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
26.01.2020|21:52:39*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
26.01.2020|21:49:53*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
26.01.2020|21:45:49*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
26.01.2020|21:42:45*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
26.01.2020|21:29:51*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
26.01.2020|21:29:46*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
26.01.2020|21:24:43*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
26.01.2020|16:39:33*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
26.01.2020|16:30:56*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
26.01.2020|12:51:57*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
26.01.2020|12:33:09*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
26.01.2020|12:27:27*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
26.01.2020|12:25:44*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
26.01.2020|12:24:06*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
26.01.2020|12:08:39*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
26.01.2020|12:04:59*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
26.01.2020|11:52:15*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
26.01.2020|11:49:40*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
26.01.2020|11:48:13*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
26.01.2020|11:47:01*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
26.01.2020|11:44:45*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
26.01.2020|11:42:11*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
26.01.2020|11:26:16*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
26.01.2020|11:03:28*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
26.01.2020|10:56:09*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
26.01.2020|10:55:42*+#+*mh*+#+*1*+#+*Block-FC1*+#+*
26.01.2020|10:54:28*+#+*mh*+#+*1*+#+*Block-FC1*+#+*
26.01.2020|09:42:29*+#+*mh*+#+*1*+#+*Block-FC1*+#+*
26.01.2020|01:07:53*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
25.01.2020|20:22:05*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
25.01.2020|20:17:01*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
25.01.2020|20:16:13*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
25.01.2020|19:50:01*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
